Distance (m),Elevation (m)
0,12.92270946502686
1.4613800971340205,12.93438625335693
2.922760194268041,12.9460620880127
4.384140291402062,12.95773887634277
5.845520388536082,12.96941566467285
7.306900485670102,12.98109245300293
8.768280582804124,12.99276924133301
10.229660679938144,13.00311946868896
11.691040777072164,13.01102447509766
13.152420874206184,13.01851177215576
14.613800971340204,13.02558040618896
16.075181068474226,13.03223133087158
17.536561165608248,13.0384635925293
18.997941262742266,13.04427814483643
20.459321359876288,13.04967498779297
21.920701457010306,13.05465316772461
23.382081554144328,13.05921268463135
24.84346165127835,13.06335544586182
26.304841748412368,13.06707954406738
27.76622184554639,13.07425022125244
29.22760194268041,13.09084129333496
30.68898203981443,13.10769653320312
32.15036213694845,13.1248140335083
33.61174223408247,13.14219570159912
35.073122331216496,13.15983963012695
36.534502428350514,13.17774772644043
37.99588252548453,13.19591903686523
39.45726262261855,13.21435356140137
40.918642719752576,13.23305225372314
42.380022816886594,13.25201320648193
43.84140291402061,13.27123737335205
45.30278301115464,13.29072570800781
46.764163108288656,13.3104772567749
48.225543205422674,13.33049201965332
49.6869233025567,13.35076999664307
51.14830339969072,13.37131118774414
52.609683496824736,13.39211654663086
54.07106359395876,13.41318416595459
55.53244369109278,13.43451595306396
56.9938237882268,13.45611095428467
58.45520388536082,13.4779691696167
59.91658398249484,13.4880542755127
61.37796407962886,13.49755096435547
62.83934417676288,13.50671482086182
64.3007242738969,13.51554775238037
65.76210437103093,13.52404880523682
67.22348446816494,13.53221702575684
68.68486456529897,13.54005432128906
70.14624466243299,13.54755878448486
71.607624759567,13.55473232269287
73.06900485670103,13.56157398223877
74.53038495383504,13.56808280944824
75.99176505096906,13.57425975799561
77.45314514810309,13.58010578155518
78.9145252452371,13.58561897277832
80.37590534237113,13.59080123901367
81.83728543950515,13.5956506729126
83.29866553663916,13.60016822814941
84.76004563377319,13.60435485839844
86.22142573090721,13.60820865631104
87.68280582804123,13.61173057556152
89.14418592517525,13.6149206161499
90.60556602230928,13.61777877807617
92.06694611944329,13.62303256988525
93.52832621657731,13.64364719390869
94.98970631371134,13.6639289855957
96.45108641084535,13.68387985229492
97.91246650797937,13.70349788665771
99.3738466051134,13.7227840423584
100.83522670224741,13.74173927307129
102.29660679938144,13.76036167144775
103.75798689651546,13.77865219116211
105.21936699364947,13.79661178588867
106.6807470907835,13.81423854827881
108.14212718791752,13.83153343200684
109.60350728505153,13.84849643707275
111.06488738218556,13.86512851715088
112.52626747931959,13.88142776489258
113.9876475764536,13.89739513397217
115.44902767358762,13.91303062438965
116.91040777072163,13.92833423614502
118.37178786785566,13.94330596923828
119.83316796498968,13.95794582366943
121.2945480621237,13.97225379943848
122.75592815925772,13.98623085021973
124.21730825639175,13.99987506866455
125.67868835352576,14.01318740844727
127.14006845065978,14.02616786956787
128.6014485477938,14.03881645202637
130.06282864492783,14.05113220214844
131.52420874206186,14.06311702728271
132.98558883919586,14.07476997375488
134.44696893632988,14.08609104156494
135.9083490334639,14.09708023071289
137.36972913059793,14.10773754119873
138.83110922773196,14.11806297302246
140.29248932486598,14.12805652618408
141.75386942199998,14.13771724700928
143.215249519134,14.14704704284668
144.67662961626803,14.15604496002197
146.13800971340206,14.16471099853516
147.59938981053608,14.17304515838623
149.06076990767008,14.18104648590088
150.5221500048041,14.18871688842773
151.98353010193813,14.19605541229248
153.44491019907215,14.20306205749512
154.90629029620618,14.20973587036133
156.3676703933402,14.21607875823975
157.8290504904742,14.22208976745605
159.29043058760823,14.22776794433594
160.75181068474225,14.23311519622803
162.21319078187628,14.23813056945801
163.6745708790103,14.24281311035156
165.13595097614433,14.23596572875977
166.59733107327833,14.19286727905273
168.05871117041235,14.14921474456787
169.52009126754638,14.10500717163086
170.9814713646804,14.06024646759033
172.44285146181443,14.01493072509766
173.90423155894845,13.97475910186768
175.36561165608245,13.95634841918945
176.82699175321648,13.93834018707275
178.2883718503505,13.93867301940918
179.74975194748453,13.93845176696777
181.21113204461855,13.93767547607422
182.67251214175258,13.92187595367432
184.13389223888657,13.88161182403564
185.5952723360206,13.8415002822876
187.05665243315462,13.80154037475586
188.51803253028865,13.76173210144043
189.97941262742268,13.72207546234131
191.44079272455667,13.6825704574585
192.9021728216907,13.64321708679199
194.36355291882472,13.60401630401611
195.82493301595875,13.56496715545654
197.28631311309277,13.52606868743896
198.7476932102268,13.48732280731201
200.2090733073608,13.44872856140137
201.67045340449482,13.41028690338135
203.13183350162885,13.37199592590332
204.59321359876287,13.33385753631592
206.0545936958969,13.29878616333008
207.51597379303092,13.26382637023926
208.97735389016492,13.22886753082275
210.43873398729895,13.19390773773193
211.90011408443297,13.15894889831543
213.361494181567,13.12398910522461
214.82287427870102,13.08902931213379
216.28425437583505,13.05407047271729
217.74563447296904,13.01911067962646
219.20701457010307,12.98415184020996
220.6683946672371,12.97450828552246
222.12977476437112,12.97218322753906
223.59115486150515,12.96985816955566
225.05253495863917,12.96753311157227
226.51391505577317,12.96520805358887
227.9752951529072,12.96288394927979
229.43667525004122,12.96055889129639
230.89805534717524,12.95823383331299
232.35943544430927,12.95590877532959
233.82081554144327,12.95358371734619
235.2821956385773,12.95125865936279
236.74357573571132,12.94893360137939
238.20495583284534,12.94660949707031
239.66633592997937,12.94428443908691
241.1277160271134,12.94195938110352
242.5890961242474,12.93963432312012
244.05047622138142,12.93730926513672
245.51185631851544,12.93498420715332
246.97323641564947,12.93266010284424
248.4346165127835,12.93033504486084
249.89599660991752,12.92800998687744
251.35737670705151,12.92568492889404
252.81875680418554,12.92335987091064
254.28013690131957,12.92103576660156
255.7415169984536,12.91871070861816
257.2028970955876,12.91638565063477
258.6642771927216,12.91406059265137
260.12565728985567,12.91173648834229
261.58703738698966,12.90941143035889
263.0484174841237,12.90708637237549
264.5097975812577,12.90476131439209
265.9711776783917,12.90243721008301
267.43255777552577,12.90011215209961
268.89393787265976,12.89778709411621
270.3553179697938,12.89546203613281
271.8166980669278,12.89313793182373
273.2780781640618,12.89081287384033
274.73945826119586,12.88848781585693
276.20083835832986,12.88616371154785
277.6622184554639,12.88383865356445
279.1235985525979,12.88151359558105
280.58497864973197,12.87918949127197
282.04635874686596,12.87686443328857
283.50773884399996,12.87453937530518
284.969118941134,12.87221527099609
286.430499038268,12.8698902130127
287.89187913540206,12.8675651550293
289.35325923253606,12.86524105072021
290.81463932967006,12.86291599273682
292.2760194268041,12.86059188842773
293.7373995239381,12.85826683044434
295.19877962107216,12.85594177246094
296.66015971820616,12.85361766815186
298.12153981534016,12.85129261016846
299.5829199124742,12.84896850585938
301.0443000096082,12.84664344787598
302.50568010674226,12.84431838989258
303.96706020387626,12.8419942855835
305.4284403010103,12.8396692276001
306.8898203981443,12.83734512329102
308.3512004952783,12.83502006530762
309.81258059241236,12.86205387115479
311.27396068954636,12.91942501068115
312.7353407866804,12.97664451599121
314.1967208838144,13.03371334075928
315.6581009809484,13.09062957763672
317.11948107808246,13.14739418029785
318.58086117521646,13.20400714874268
320.0422412723505,13.26046848297119
321.5036213694845,13.31677722930908
322.96500146661856,13.37293529510498
324.42638156375256,13.42894172668457
325.88776166088655,13.48479557037354
327.3491417580206,13.54049873352051
328.8105218551546,13.59604930877686
330.27190195228866,13.65144824981689
331.73328204942266,13.70669651031494
333.19466214655665,13.76179218292236
334.6560422436907,13.81673622131348
336.1174223408247,13.87152862548828
337.57880243795876,13.92616939544678
339.04018253509275,13.98065853118896
340.50156263222675,14.03499603271484
341.9629427293608,14.0891809463501
343.4243228264948,14.14321517944336
344.88570292362886,14.19709777832031
346.34708302076285,14.25082778930664
347.8084631178969,14.30440711975098
349.2698432150309,14.35783386230469
350.7312233121649,14.41110897064209
352.19260340929895,14.46423244476318
353.65398350643295,14.51720523834229
355.115363603567,14.63203620910645
356.576743700701,14.75792598724365
358.038123797835,14.88381576538086
359.49950389496905,15.00970554351807
360.96088399210305,15.13559532165527
362.4222640892371,15.26148509979248
363.8836441863711,15.38737487792969
365.34502428350515,15.51326465606689
366.80640438063915,15.6391544342041
368.26778447777315,15.76504421234131
369.7291645749072,15.89093399047852
371.1905446720412,16.01682472229004
372.65192476917525,16.14271354675293
374.11330486630925,16.26860427856445
375.57468496344325,16.39449310302734
377.0360650605773,16.52038383483887
378.4974451577113,16.64627265930176
379.95882525484535,16.77216339111328
381.42020535197935,16.8980541229248
382.88158544911335,17.0239429473877
384.3429655462474,17.14983367919922
385.8043456433814,17.27572441101074
387.26572574051545,17.40161323547363
388.72710583764945,17.52750396728516
390.1884859347835,17.65339469909668
391.6498660319175,17.7792854309082
393.1112461290515,17.90517425537109
394.57262622618555,18.03106498718262
396.03400632331955,18.15695571899414
397.4953864204536,18.28284645080566
398.9567665175876,18.40873527526855
400.4181466147216,18.53462600708008
401.87952671185565,18.6605167388916
403.34090680898964,18.78640747070312
404.8022869061237,18.91229820251465
406.2636670032577,19.03818702697754
407.72504710039175,19.16407775878906
409.18642719752575,19.28996849060059
410.64780729465974,19.41585922241211
412.1091873917938,19.54174995422363
413.5705674889278,19.66764068603516
415.03194758606185,19.79353141784668
416.49332768319584,19.9194221496582
417.95470778032984,20.04531288146973
419.4160878774639,20.17120361328125
420.8774679745979,20.30000305175781
422.33884807173195,20.4318733215332
423.80022816886594,20.56374168395996
425.26160826599994,20.69561195373535
426.722988363134,20.82748222351074
428.184368460268,20.95935249328613
429.64574855740204,21.09122085571289
431.10712865453604,21.22309112548828
432.5685087516701,21.35496139526367
434.0298888488041,21.48683166503906
435.4912689459381,21.61870002746582
436.95264904307214,21.75057029724121
438.41402914020614,21.8824405670166
439.8754092373402,22.01431083679199
441.3367893344742,22.14617919921875
442.7981694316082,22.27804946899414
444.25954952874224,22.4179630279541
445.72092962587624,22.56160545349121
447.1823097230103,22.70519828796387
448.6436898201443,22.8487434387207
450.10506991727834,22.99223899841309
451.56645001441234,23.13568878173828
453.02783011154634,23.27909088134766
454.4892102086804,23.42244338989258
455.9505903058144,23.56574821472168
457.41197040294844,23.70900535583496
458.87335050008244,23.85221481323242
460.33473059721643,23.99537658691406
461.7961106943505,24.13848876953125
463.2574907914845,24.28155326843262
464.71887088861854,24.42457008361816
466.18025098575254,24.56753921508789
467.64163108288653,24.7104606628418
469.1030111800206,24.85333442687988
470.5643912771546,24.99615859985352
472.02577137428864,25.13893508911133
473.48715147142264,25.28166389465332
474.9485315685567,25.42434501647949
476.4099116656907,25.56697845458984
477.8712917628247,25.70956230163574
479.33267185995874,25.85210037231445
480.79405195709273,25.99458885192871
482.2554320542268,26.13702964782715
483.7168121513608,26.27942085266113
485.1781922484948,26.42176628112793
486.63957234562884,26.56406211853027
488.10095244276283,26.71786117553711
489.5623325398969,26.90384483337402
491.0237126370309,27.08980560302734
492.48509273416494,27.27574157714844
493.94647283129893,27.4616527557373
495.40785292843293,27.64754104614258
496.869233025567,27.83340454101562
498.330613122701,28.01924514770508
499.79199321983504,28.2050609588623
501.25337331696903,28.39085388183594
502.71475341410303,28.57662010192871
504.1761335112371,28.76236534118652
505.6375136083711,28.94808387756348
507.09889370550513,29.13377952575684
508.56027380263913,29.3194522857666
510.0216538997732,29.50509834289551
511.4830339969072,29.69072341918945
512.9444140940412,29.87632179260254
514.4057941911752,30.06189727783203
515.8671742883092,30.2474479675293
517.3285543854432,30.43297576904297
518.7899344825772,30.61847877502441
520.2513145797113,30.80395889282227
521.7126946768453,30.98941421508789
523.1740747739793,31.17484474182129
524.6354548711133,31.36025047302246
526.0968349682474,31.54563331604004
527.5582150653814,31.73099327087402
529.0195951625154,31.91632843017578
530.4809752596494,32.10163879394531
531.9423553567834,32.28692626953125
533.4037354539175,32.48133850097656
534.8651155510515,32.6773681640625
536.3264956481855,32.87336730957031
537.7878757453195,33.03852081298828
539.2492558424535,33.19231414794922
540.7106359395876,33.34486770629883
542.1720160367216,33.49617767333984
543.6333961338556,33.64624786376953
545.0947762309896,33.79507827758789
546.5561563281236,33.94266510009766
548.0175364252577,34.08901214599609
549.4789165223917,34.2341194152832
550.9402966195257,34.37798309326172
552.4016767166597,34.52060699462891
553.8630568137937,34.66199111938477
555.3244369109278,34.80213165283203
556.7858170080618,34.94103240966797
558.2471971051958,35.07869338989258
559.7085772023298,35.21511077880859
561.1699572994639,35.35028839111328
562.6313373965979,35.48422622680664
564.0927174937319,35.61692047119141
565.5540975908659,35.74837493896484
567.0154776879999,35.87858963012695
568.476857785134,36.00756454467773
569.938237882268,36.13529586791992
571.399617979402,36.26178359985352
572.860998076536,36.38703536987305
574.32237817367,36.51104354858398
575.7837582708041,36.66985321044922
577.2451383679381,36.84134292602539
578.7065184650721,37.01261520385742
580.1678985622061,37.23063278198242
581.6292786593401,37.46227264404297
583.0906587564742,37.69376754760742
584.5520388536082,37.92511367797852
586.0134189507422,38.15631866455078
587.4747990478762,38.38737487792969
588.9361791450102,38.6182861328125
590.3975592421443,38.84904861450195
591.8589393392783,39.07966613769531
593.3203194364123,39.31013870239258
594.7816995335463,39.54046249389648
596.2430796306803,39.77064514160156
597.7044597278144,40.00067901611328
599.1658398249484,40.23056411743164
600.6272199220824,40.46030426025391
602.0886000192164,40.68989944458008
603.5499801163505,40.91934967041016
605.0113602134845,41.14865112304688
606.4727403106185,41.37781143188477
607.9341204077525,41.60681915283203
609.3955005048865,41.83568572998047
610.8568806020206,42.06440353393555
612.3182606991546,42.29297637939453
613.7796407962886,42.33208084106445
615.2410208934226,42.21920394897461
616.7024009905566,42.1058349609375
618.1637810876907,41.99197006225586
619.6251611848247,41.87761688232422
621.0865412819587,41.76276397705078
622.5479213790927,41.64742279052734
624.0093014762267,41.70574569702148
625.4706815733608,41.77708435058594
626.9320616704948,41.84792709350586
628.3934417676288,41.91827774047852
629.8548218647628,41.98813629150391
631.3162019618968,42.05750274658203
632.7775820590309,42.12637710571289
634.2389621561649,42.19475555419922
635.7003422532989,42.26091766357422
637.1617223504329,42.27892684936523
638.6231024475669,42.29701232910156
640.084482544701,42.31516647338867
641.545862641835,42.33339691162109
643.007242738969,42.35169982910156
644.468622836103,42.37007904052734
645.9300029332371,42.38852691650391
647.3913830303711,42.40705108642578
648.8527631275051,42.4256477355957
650.3141432246391,42.44431686401367
651.7755233217731,42.46305847167969
653.2369034189072,42.48187637329102
654.6982835160412,42.50076675415039
656.1596636131752,42.51972961425781
657.6210437103092,42.53876495361328
659.0824238074432,42.55787658691406
660.5438039045773,42.57705688476562
662.0051840017113,42.5963134765625
663.4665640988453,42.61564254760742
664.9279441959793,42.63504791259766
666.3893242931133,42.65452194213867
667.8507043902474,42.674072265625
669.3120844873814,42.69369506835938
670.7734645845154,42.7133903503418
672.2348446816494,42.73316192626953
673.6962247787834,42.75300216674805
675.1576048759175,42.77291870117188
676.6189849730515,42.79290771484375
678.0803650701855,42.81297302246094
679.5417451673195,42.83310699462891
681.0031252644535,42.82761764526367
682.4645053615876,42.80596160888672
683.9258854587216,42.78493499755859
685.3872655558556,42.7645378112793
686.8486456529896,42.74477767944336
688.3100257501237,42.72564697265625
689.7714058472577,42.70714569091797
691.2327859443917,42.68927764892578
692.6941660415257,42.67203903198242
694.1555461386597,42.65543365478516
695.6169262357938,42.58296966552734
697.0783063329278,42.41455841064453
698.5396864300618,42.24614715576172
700.0010665271958,42.07773590087891
701.4624466243298,41.90932083129883
702.9238267214639,41.74090957641602
704.3852068185979,41.5724983215332
705.8465869157319,41.40408706665039
707.3079670128659,41.23567581176758
708.7693471099999,41.06726455688477
710.230727207134,40.89885330200195
711.692107304268,40.73044204711914
713.153487401402,40.56203079223633
714.614867498536,40.39361953735352
716.07624759567,40.2252082824707
717.5376276928041,40.05679702758789
718.9990077899381,39.88838577270508
720.4603878870721,39.71997451782227
721.9217679842061,39.55156326293945
723.3831480813401,39.38315200805664
724.8445281784742,39.21474075317383
726.3059082756082,39.04632949829102
727.7672883727422,38.98902893066406
729.2286684698762,38.98846054077148
730.6900485670103,38.98866653442383
732.1514286641443,39.02569961547852
733.6128087612783,39.15325164794922
735.0741888584123,39.28041839599609
736.5355689555463,39.40719985961914
737.9969490526804,39.53359222412109
739.4583291498144,39.65959930419922
740.9197092469484,39.78522491455078
742.3810893440824,39.91045761108398
743.8424694412164,40.03530883789062
745.3038495383505,40.15977096557617
746.7652296354845,40.28385162353516